index,Job_ title,Salary _estimate,Rating,Company _name,Job_state,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary,Max_ salary,Avg_Salary,Job
366,Data Scientist,112 -116 ,3.5,"Maxar Technologies
3.5",VA,"Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),137,116,126.5,Data Scientist
367,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,112 -116 ,3.9,"Southwest Research Institute
3.9",OK,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),137,116,126.5,Data Scientist
368,Data Scientist,112 -116 ,4.7,"Compass Consulting Group
4.7",CA,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,137,116,126.5,Data Scientist
369,Data Science Software Engineer,112 -116 ,4.8,"Klaviyo
4.8",MA,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,116,126.5,NA
370,AI Ops Data Scientist,112 -116 ,4,"AstraZeneca
4.0",MD,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,116,126.5,Data Scientist
371,Data Scientist,112 -116 ,4.4,"SolutionIT, Inc.
4.4",NJ,"Edison, NJ","Wilmington, MA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,116,126.5,Data Scientist
372,Data Scientist,112 -116 ,3.2,"Perspecta
3.2",MD,"Adelphi, MD","Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,137,116,126.5,Data Scientist
373,Data Scientist,112 -116 ,4.5,"Smith Hanley Associates
4.5",DC,"Washington, DC","New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,137,116,126.5,Data Scientist
374,Scientist - Machine Learning,112 -116 ,3.5,"Allen Institute
3.5",WA,"Seattle, WA","Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),137,116,126.5,Data Scientist
375,Data Scientist,112 -116 ,4.4,"Eliassen Group
4.4",TX,"Plano, TX","Reading, MA",1001 to 5000 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),137,116,126.5,Data Scientist
376,Data Scientist,112 -116 ,3.1,"Bayside Solutions
3.1",CA,"Sunnyvale, CA","Pleasanton, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),137,116,126.5,Data Scientist
377,Sr. Data Scientist,112 -116 ,3.5,"Evolve Vacation Rental
3.5",CO,"Denver, CO","Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,137,116,126.5,Data Scientist
378,Data Scientist,112 -116 ,3.8,"AgreeYa Solutions
3.8",CA,"Thousand Oaks, CA","Folsom, CA",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),137,116,126.5,Data Scientist
379,Data Scientist,112 -116 ,3.7,"Carolina Power & Light Co
3.7",VA,"McLean, VA","Raleigh, NC",5001 to 10000 employees,1908,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,137,116,126.5,Data Scientist
380,Analytics Manager - Data Mart,112 -116 ,3.5,"Central California Alliance for Health
3.5",CA,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),137,116,126.5,NA
381,Data Modeler (Analytical Systems),112 -116 ,3.7,"MassMutual
3.7",MA,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),137,116,126.5,NA
382,Applied AI Scientist / Engineer,112 -116 ,5,"New Iron Group, Inc.
5.0",MA,"Boston, MA","Austin, TX",1 to 50 employees,2003,Contract,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,116,126.5,Data Scientist
383,"Data Engineer (Analytics, SQL, Python, AWS)",112 -116 ,4,"Travelers
4.0",CT,"Hartford, CT","Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),137,116,126.5,NA
384,Senior Data Analyst - Finance & Platform Analytics,112 -116 ,3.6,"Twitch
3.6",CA,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,137,116,126.5,Data Analyst
385,Senior Data Scientist,110 -163 ,4.8,"Klaviyo
4.8",MA,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,163,150,Data Scientist
386,Market Research Data Scientist,110 -163 ,3.8,"GutCheck
3.8",CO,"Denver, CO","Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),137,163,150,Data Scientist
387,IT Partner Digital Health Technology and Data Science,110 -163 ,3.6,"Biogen
3.6",MA,"Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,163,150,NA
388,Data Scientist,110 -163 ,-1,HireAi,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,163,150,Data Scientist
389,Data Scientist,110 -163 ,-1,HireAi,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,163,150,Data Scientist
390,"Senior Machine Learning Scientist - Bay Area, CA",110 -163 ,3.3,"Tempus Labs
3.3",CA,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,163,150,Data Scientist
391,"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",110 -163 ,4.1,"Mentor Graphics
4.1",CA,"Fremont, CA","Wilsonville, OR",5001 to 10000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),137,163,150,Data Scientist
392,Senior Clinical Data Scientist Programmer,110 -163 ,3.6,"WCG (WIRB-Copernicus Group)
3.6",NJ,"Hamilton, NJ","Princeton, NJ",1001 to 5000 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),137,163,150,Data Scientist
393,Data Engineer,110 -163 ,4.5,"Kingfisher Systems
4.5",VA,"Falls Church, VA","Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),137,163,150,NA
394,Computer Vision / Deep Learning Scientist,110 -163 ,3.3,"Tempus Labs
3.3",IL,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,163,150,Data Scientist
395,Data Solutions Engineer - Data Modeler,110 -163 ,3.4,"Liberty Mutual Insurance
3.4",IN,"Indianapolis, IN","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),137,163,150,NA
396,Data Scientist,110 -163 ,4.3,"Visionary Integration Professionals
4.3",DC,"Washington, DC","Folsom, CA",501 to 1000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),137,163,150,Data Scientist
397,Data Scientist (TS/SCI w/ Poly),110 -163 ,3.5,"Maxar Technologies
3.5",VA,"Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),137,163,150,Data Scientist
398,Weapons and Sensors Engineer/Scientist,110 -163 ,4,"Dynetics
4.0",AL,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),137,163,150,Data Scientist
399,Applied Computer Scientist,110 -163 ,4.5,"Systems & Technology Research
4.5",MA,"Woburn, MA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),137,163,150,Data Scientist
400,Senior Data Analyst,110 -163 ,4.5,"Novetta
4.5",VA,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),137,163,150,Data Analyst
401,Cloud Data Engineer (Azure),110 -163 ,3.9,"Navy Federal Credit Union
3.9",VA,"Merrifield, VA","Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,137,163,150,NA
402,"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",110 -163 ,4,"Exact Sciences Corporation
4.0",WI,"Madison, WI","Madison, WI",1001 to 5000 employees,1995,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),137,163,150,Data Scientist
403,Sr. Data Analyst,110 -163 ,3.6,"Community Behavioral Health
3.6",PA,"Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),137,163,150,Data Analyst
404,Senior Scientist - Toxicologist - Product Integrity (Stewardship),110 -163 ,3.3,"Reynolds American
3.3",NC,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),137,163,150,Data Scientist
405,Senior Machine Learning Engineer,110 -163 ,5,"LifeOmic
5.0",NC,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,163,150,NA
406,Product Data Scientist - Ads Data Science,124 -198 ,4.1,"Twitter
4.1",CA,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),137,198,167.5,Data Scientist
407,Data Scientist,124 -198 ,3.2,"Postmates - Corporate HQ
3.2",CA,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,137,198,167.5,Data Scientist
408,Data Scientist,124 -198 ,4.9,"Visionist, Inc.
4.9",MD,"Columbia, MD","Columbia, MD",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),137,198,167.5,Data Scientist
409,Data Scientist,124 -198 ,-1,Navio,CA,"San Mateo, CA","Half Moon Bay, CA",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,137,198,167.5,Data Scientist
410,Data Scientist,124 -198 ,3.3,"Concerto HealthAI
3.3",MA,"Boston, MA","Boston, MA",201 to 500 employees,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,198,167.5,Data Scientist
411,Data Scientist,124 -198 ,-1,Evolvinc,CA,"Burbank, CA","Los Angeles, CA",1 to 50 employees,2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,198,167.5,Data Scientist
412,Data Scientist,124 -198 ,5,"PROPRIUS
5.0",CA,"Sunnyvale, CA","London, United Kingdom",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,198,167.5,Data Scientist
413,Data Scientist,124 -198 ,3.4,"TECHNOCRAFT Solutions
3.4",CA,"San Ramon, CA","Hilliard, OH",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),137,198,167.5,Data Scientist
414,Data Scientist,124 -198 ,4.1,"Latitude, Inc.
4.1",DC,"Washington, DC","Hanover, MD",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),137,198,167.5,Data Scientist
415,Data Scientist,124 -198 ,5,"Royce Geospatial
5.0",VA,"Springfield, VA","Arlington, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),137,198,167.5,Data Scientist
416,Data Scientist,124 -198 ,4.2,"CyberCoders
4.2",AZ,"Phoenix, AZ","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),137,198,167.5,Data Scientist
417,Data Scientist,124 -198 ,3.7,"Booz Allen Hamilton Inc.
3.7",CA,"Oxnard, CA","Mc Lean, VA",10000+ employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),137,198,167.5,Data Scientist
418,Data Scientist,124 -198 ,3.8,"Burns & McDonnell
3.8",MO,"Kansas City, MO","Kansas City, MO",5001 to 10000 employees,1898,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),137,198,167.5,Data Scientist
419,Data Scientist,124 -198 ,4.8,"InvenTech Info
4.8",NJ,"Jersey City, NJ","Bengaluru, India",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),137,198,167.5,Data Scientist
420,Data Scientist,124 -198 ,3.5,"Robert Half
3.5",NH,"Manchester, NH","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),137,198,167.5,Data Scientist
421,Analytics - Business Assurance Data Analyst,124 -198 ,4.6,"GreatAmerica Financial Services
4.6",IA,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),137,198,167.5,Data Analyst
422,Data Scientist,124 -198 ,4.5,"Conflux Systems Inc.
4.5",TX,"Winters, TX","Alpharetta, GA",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),137,198,167.5,Data Scientist
423,Data Scientist,124 -198 ,3.9,"Criteo
3.9",MI,"Ann Arbor, MI","Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),137,198,167.5,Data Scientist
424,Data Scientist,124 -198 ,3.4,"Voice
3.4",NY,"Brooklyn, NY",-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,198,167.5,Data Scientist
425,Data Scientist,124 -198 ,-1,Microagility,NY,"New York, NY","Princeton, NJ",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),137,198,167.5,Data Scientist
426,Data Scientist,124 -198 ,4.1,"Coverent
4.1",VA,"McLean, VA","McLean, VA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD),137,198,167.5,Data Scientist
427,Data Scientist,79 -133 ,3.7,"Via Transportation
3.7",NY,"New York, NY","New York, NY",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,137,133,135,Data Scientist
428,Senior Data Scientist,79 -133 ,3.5,"Benson Hill
3.5",MO,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,2012,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),137,133,135,Data Scientist
429,Data Scientist,79 -133 ,4.6,"Conch Technologies, Inc
4.6",CA,"Concord, CA","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),137,133,135,Data Scientist
430,Data Scientist,79 -133 ,-1,Falcon IT & Staffing Solutions,VA,"Fort Belvoir, VA","Washington, DC",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,137,133,135,Data Scientist
431,Data Scientist,79 -133 ,-1,"Rainmaker Resources, LLC",OH,"Cincinnati, OH","Cincinnati, OH",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,133,135,Data Scientist
432,Data Engineer,79 -133 ,4.4,"Rocket Lawyer
4.4",CA,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),137,133,135,NA
433,Data Scientist,79 -133 ,3.6,"DataLab USA
3.6",MD,"Germantown, MD","Germantown, MD",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,133,135,Data Scientist
434,Data Scientist,79 -133 ,3.1,"Werner Enterprises Inc
3.1",NE,"Omaha, NE","Omaha, NE",10000+ employees,1956,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),137,133,135,Data Scientist
435,Data Scientist,79 -133 ,5,"PeopleCom
5.0",VA,"McLean, VA","Reston, VA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),137,133,135,Data Scientist
436,Data Scientist - Machine Learning,79 -133 ,5,"VANTA Partners
5.0",VA,"Open Fork, VA","Clifton Park, NY",1 to 50 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,137,133,135,Data Scientist
437,Data Scientist,79 -133 ,-1,B4Corp,VA,"Reston, VA","Leesburg, VA",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,133,135,Data Scientist
439,Data Scientist,79 -133 ,3.5,"Farmer's Business Network, Inc.
3.5",CA,"San Carlos, CA","San Carlos, CA",201 to 500 employees,2014,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable,137,133,135,Data Scientist
440,Data Scientist,79 -133 ,-1,Sonde Health,MA,"Boston, MA","Boston, MA",1 to 50 employees,-1,Private Practice / Firm,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),137,133,135,Data Scientist
441,Data Scientist,79 -133 ,5,"Maxiom
5.0",VA,"Ashburn, VA","Ashburn, VA",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,137,133,135,Data Scientist
442,Data Scientist,79 -133 ,2.7,"Change Healthcare
2.7",IL,"Lombard, IL","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,137,133,135,Data Scientist
443,Data Scientist,79 -133 ,4.1,"DCS Corp
4.1",VA,"Hampton, VA","Alexandria, VA",1001 to 5000 employees,1977,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),137,133,135,Data Scientist
444,Data Scientist,79 -133 ,2.1,"Hive (CA)
2.1",CA,"San Francisco, CA","Los Angeles, CA",Unknown,2019,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,137,133,135,Data Scientist
445,Machine Learning Engineer/Scientist,79 -133 ,4.8,"Jane Street
4.8",NY,"New York, NY","New York, NY",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,137,133,135,Data Scientist
446,Data Scientist - Intermediate,69 -116 ,4.5,"Envision LLC
4.5",MO,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),137,116,126.5,Data Scientist
447,Principal Data Scientist,69 -116 ,4,"Autodesk
4.0",CA,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),137,116,126.5,Data Scientist
448,Data Scientist,69 -116 ,3.3,"Hackensack Meridian Health
3.3",NJ,"Edison, NJ","Edison, NJ",10000+ employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),137,116,126.5,Data Scientist
449,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",69 -116 ,3.9,"Novartis
3.9",MA,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,116,126.5,Data Scientist
450,Data Scientist,69 -116 ,3.2,"Net2Source Inc.
3.2",GA,"Alpharetta, GA","Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),137,116,126.5,Data Scientist
451,Data Scientist,69 -116 ,3.2,"The Trade Desk
3.2",CO,"Boulder, CO","Ventura, CA",1001 to 5000 employees,2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,137,116,126.5,Data Scientist
452,Data Scientist- Industrial Discrete Sector Industry,69 -116 ,3.7,"IBM
3.7",GA,"Atlanta, GA","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),137,116,126.5,Data Scientist
453,Data Scientist,69 -116 ,4.4,"Knowesis Inc.
4.4",VA,"Falls Church, VA","Fairfax, VA",51 to 200 employees,2007,Company - Private,Consulting,Business Services,$25 to $50 million (USD),137,116,126.5,Data Scientist
454,Data Scientist,69 -116 ,3.1,"MoTek Technologies
3.1",CA,"Mountain View, CA","San Jose, CA",1 to 50 employees,2009,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),137,116,126.5,Data Scientist
455,Data Scientist,69 -116 ,3.3,"The Davey Tree Expert Company
3.3",OH,"Kent, OH","Kent, OH",10000+ employees,1880,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),137,116,126.5,Data Scientist
456,Data Scientist,69 -116 ,3.5,"HPOne
3.5",CT,"Trumbull, CT","Trumbull, CT",501 to 1000 employees,2006,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),137,116,126.5,Data Scientist
457,Data Scientist,69 -116 ,-1,Stride Search,CA,"San Francisco, CA","Westlake Village, CA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),137,116,126.5,Data Scientist
458,Machine Learning Engineer,69 -116 ,2.6,"Software Engineering Institute
2.6",PA,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,137,116,126.5,NA
459,Data Scientist,69 -116 ,-1,Blue Cloak LLC,VA,"Sterling, VA",-1,-1,-1,-1,-1,-1,-1,137,116,126.5,Data Scientist
460,Data Scientist,69 -116 ,2.7,"TBWA\Chiat\Day
2.7",NY,"New York, NY","New York, NY",1001 to 5000 employees,1968,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),137,116,126.5,Data Scientist
461,Data Scientist,69 -116 ,3.5,"ThreeBridge Solutions
3.5",GA,"Alpharetta, GA","Minneapolis, MN",501 to 1000 employees,2009,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,137,116,126.5,Data Scientist
462,Data Scientist,69 -116 ,3.2,"Numeric, LLC
3.2",PA,"Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),137,116,126.5,Data Scientist
463,Data Analyst - Unilever Prestige,69 -116 ,3.8,"Dermalogica
3.8",CA,"Carson, CA","Carson, CA",201 to 500 employees,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),137,116,126.5,Data Analyst
464,Data Scientist,69 -116 ,4.2,"Centraprise
4.2",CA,"Foster City, CA","Edison, NJ",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),137,116,126.5,Data Scientist
465,Data Scientist,69 -116 ,4.8,"TechProjects
4.8",NY,"New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,116,126.5,Data Scientist
466,Data Scientist,69 -116 ,4.2,"DW Simpson
4.2",MD,"Frederick, MD","Chicago, IL",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),137,116,126.5,Data Scientist
467,Data & Machine Learning Scientist,31 -56 ,3.3,"Tempus Labs
3.3",IL,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,56,96.5,Data Scientist
468,Data Scientist,31 -56 ,4,"Grid Dynamics
4.0",CA,"Santa Clara, CA","San Ramon, CA",1001 to 5000 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),137,56,96.5,Data Scientist
469,"VP, Data Science",31 -56 ,3.9,"7Park Data
3.9",NY,"New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,137,56,96.5,NA
470,Senior Business Intelligence Analyst,31 -56 ,3.7,"Protolabs
3.7",MN,"Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),137,56,96.5,Data Analyst
471,Data Scientist,31 -56 ,3.9,"LinQuest
3.9",CO,"Colorado Springs, CO","Los Angeles, CA",501 to 1000 employees,2004,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),137,56,96.5,Data Scientist
472,Data Engineer - Kafka,31 -56 ,3.5,"Western Digital
3.5",CA,"San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),137,56,96.5,NA
474,Data Scientist,31 -56 ,3,"Ameritas Life Insurance Corp
3.0",OH,"Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),137,56,96.5,Data Scientist
475,Data Scientist,31 -56 ,3.7,"Fleetcor
3.7",GA,"Atlanta, GA","Atlanta, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),137,56,96.5,Data Scientist
476,Data Scientist,31 -56 ,4.5,"Radiant Digital
4.5",DC,"Washington, DC","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),137,56,96.5,Data Scientist
477,Data Scientist,31 -56 ,2.8,"Child Care Aware of America
2.8",VA,"Arlington, VA","Arlington, VA",51 to 200 employees,1987,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),137,56,96.5,Data Scientist
478,Data Scientist,31 -56 ,4.1,"IntelliPro Group Inc.
4.1",CA,"Santa Clara, CA","Santa Clara, CA",201 to 500 employees,-1,Company - Private,-1,-1,$10 to $25 million (USD),137,56,96.5,Data Scientist
479,In-Line Inspection Data Analyst,31 -56 ,2.9,"Quest Integrity
2.9",OK,"Tulsa, OK","Kent, WA",201 to 500 employees,1996,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),137,56,96.5,Data Analyst
480,Data Scientist,31 -56 ,4.7,"Praxis Engineering
4.7",VA,"Chantilly, VA","Annapolis Junction, MD",201 to 500 employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),137,56,96.5,Data Scientist
481,Data Scientist,31 -56 ,3.4,"USI
3.4",MI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),137,56,96.5,Data Scientist
482,Data Scientist,31 -56 ,3.9,"Apex Systems
3.9",CA,"San Francisco, CA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),137,56,96.5,Data Scientist
484,Decision Scientist,31 -56 ,4.5,"Johns Hopkins University Applied Physics Laboratory
4.5",MD,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),137,56,96.5,Data Scientist
485,Data Scientist,31 -56 ,4.9,"Cambridge Mobile Telematics
4.9",MA,"Cambridge, MA","Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,56,96.5,Data Scientist
